Type,Hash,Start,End,Latitude,Longitude,First Launched,Last Used,Location ID,Location Name,Neighbourhood,City,Region,Latitude,Longitude
Member,b40d3149ea,1/1/13 0:00,,49.2800022546681,-123.09659197166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ca896c11e2,7/1/12 0:00,2/1/17 0:00,49.2716147492159,-123.044437008845,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c5a8a4994f,7/1/12 0:00,,49.2814659765794,-123.12474226685,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,25f8c38860,7/1/12 0:00,,49.2819045500136,-123.127133929886,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6e27cc7833,2/1/17 0:00,,49.2529894131001,-123.126621874207,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0a87a3a962,7/1/12 0:00,,49.151284833813,-122.797716027839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,80d5899274,7/1/12 0:00,9/1/15 0:00,49.2767124272286,-123.080931122407,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fc09589ab1,7/1/12 0:00,,49.2141659366854,-122.920218821315,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f316184fc4,7/1/12 0:00,,49.2678114678151,-123.071875790349,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b410bbd28a,7/1/12 0:00,,49.2807591122983,-123.139000667148,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,10f378f256,4/1/16 0:00,,49.2560230368254,-123.141095702545,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,850e8a680b,7/1/12 0:00,,49.2812808953499,-123.070828313958,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1b04dbe634,7/1/12 0:00,,49.2048125978971,-123.139903175596,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8fbc1233c3,7/1/12 0:00,,49.2363655583823,-123.036272501387,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8bde22cffc,7/1/12 0:00,9/1/15 0:00,49.2683012623106,-123.142653544709,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b69a2f205c,7/1/12 0:00,,49.2605082930085,-123.096866896512,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0d499881d0,7/1/12 0:00,,49.2360282275331,-123.100145099933,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,07f878d196,7/1/12 0:00,,49.2404441293623,-123.099822884827,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5bc8b34dee,7/1/12 0:00,,49.2658446981368,-123.154097942769,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,84fd39b082,7/1/12 0:00,2/1/15 0:00,49.2603051756929,-123.131840822256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,51267f28e5,7/1/12 0:00,11/1/15 0:00,49.2616399881856,-123.14303518898,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,cdac9a7f01,11/1/16 0:00,,49.2522404044598,-123.099794167021,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,add85a855e,7/1/12 0:00,,49.2733140934441,-123.164426668947,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,dd47564d82,7/1/12 0:00,1/1/15 0:00,53.9019829543042,-122.778774180833,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c0500a4b00,7/1/12 0:00,11/1/14 0:00,49.2638050934132,-123.033446325824,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,508afedcff,7/1/12 0:00,8/1/15 0:00,49.2609583434415,-123.108499508621,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c8b489813e,7/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e359c9a8d9,7/1/12 0:00,,49.2158940071132,-123.037190560908,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f6dd51d40d,7/1/12 0:00,,49.2775129103864,-123.132584228008,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f8c55f703d,7/1/12 0:00,,49.2800573849401,-123.048743316715,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f2b558bf9f,7/1/12 0:00,,49.2758199169943,-123.130714738691,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,adafad63ee,6/1/15 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ef67b1b054,7/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5c3c64f3fb,7/1/12 0:00,,49.0638262976427,-122.83415535217,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9780541287,7/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a7e0a1d902,5/1/16 0:00,,49.2757646788937,-123.123875801782,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,40a9fc6d51,7/1/12 0:00,1/1/15 0:00,49.2960864305853,-123.140271492414,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,dccbcf7c70,7/1/12 0:00,,49.2561551922128,-122.982926213887,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c884ada6a3,7/1/12 0:00,1/1/15 0:00,49.2603085581078,-123.083983377673,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5200463218,7/1/12 0:00,,49.2288273397649,-123.109836348729,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c0a84d5162,7/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9cd046cb4a,7/1/12 0:00,1/1/15 0:00,40.8261307881888,-81.9402129920938,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a598d0eec4,7/1/12 0:00,1/1/15 0:00,40.8231553818912,-81.9414085989953,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,146cc16455,7/1/12 0:00,,49.269227902938,-123.098217436968,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c2b3d590ee,7/1/12 0:00,,49.2464349512321,-123.09966312826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c238f6fef1,7/1/12 0:00,,49.2839224191897,-123.132240562311,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e9c94f6d58,7/1/14 0:00,,49.28181456157,-123.128946745817,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,83d3b7b169,7/1/12 0:00,1/1/17 0:00,49.2030887009171,-122.91512308571,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,38d5f498c9,7/1/12 0:00,9/1/15 0:00,49.293276469379,-123.139714040109,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9502a6479c,7/1/12 0:00,10/1/16 0:00,49.1855723184654,-122.935057658982,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6f563e0d09,7/1/12 0:00,,49.2172188789927,-122.961328079524,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,41e9fa14f0,7/1/12 0:00,,37.7595391464911,-122.434721169622,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c7795a150c,7/1/12 0:00,,49.2839732999984,-123.051127860771,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b805307e27,7/1/12 0:00,3/1/15 0:00,49.2565273443539,-123.075894489907,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3af020431d,7/1/12 0:00,4/1/15 0:00,49.2635250663655,-123.096621035809,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d7d794fa71,7/1/12 0:00,,49.2656172119434,-123.167681144062,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b21bc7982e,7/1/12 0:00,,49.2859954670639,-123.144569606659,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2c4bf1271d,7/1/12 0:00,,49.2523395801725,-124.804431377706,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,75737005fc,9/1/14 0:00,3/1/17 0:00,43.6433689323763,-79.4038935952282,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8631510f66,8/1/14 0:00,,56.2563976693929,-120.851277249306,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1be6dfb868,7/1/12 0:00,8/1/16 0:00,49.276750584799,-123.12725158402,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,358e1ed13f,7/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,da0aec3f21,7/1/12 0:00,,49.28453974214,-123.135112257907,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1b2bd85fe8,7/1/12 0:00,4/1/15 0:00,49.260471269127,-123.134972948013,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a47257db5c,7/1/12 0:00,4/1/16 0:00,49.2620531629905,-123.141939454817,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,66990f8b42,7/1/12 0:00,11/1/14 0:00,49.2643268904255,-123.065296740851,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3093e8ebb0,7/1/12 0:00,,49.2045702769119,-122.906183694782,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d625438491,7/1/12 0:00,3/1/15 0:00,49.2898785960929,-123.136657682826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c0de6f113f,7/1/12 0:00,2/1/15 0:00,49.2821011166303,-123.087197068587,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,682157899c,7/1/12 0:00,,49.2445250596906,-123.034312224457,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f0ef3744d1,7/1/12 0:00,,49.245559039022,-123.035837468501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c7a2750b6b,10/1/16 0:00,3/1/17 0:00,49.2917266945245,-123.135179005019,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ee3c29c438,7/1/12 0:00,,49.2615830462491,-123.164379583465,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e789edf97a,7/1/12 0:00,,49.2642524179054,-123.239685581474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0a5384eb7c,7/1/12 0:00,,49.2623330875077,-123.213542105957,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5816f0c18c,7/1/12 0:00,,49.2615421560792,-123.084973959831,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e47a73c2ef,11/1/16 0:00,,49.3222095725183,-123.073485241247,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b45f823233,7/1/12 0:00,,49.2595252738823,-123.109488655873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4b1e7e936f,7/1/12 0:00,,49.2827758726711,-122.758090281747,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,42d6bbab3d,7/1/12 0:00,,49.2078942997509,-122.966879179896,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2b4cf91457,8/1/12 0:00,,49.2633914211973,-123.083354306018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5dde84fc83,8/1/12 0:00,,49.2206667778958,-123.025799273445,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,adfc848210,1/1/16 0:00,,49.2716813179226,-123.055350139822,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0d8a2134c5,8/1/12 0:00,,49.2668682139345,-123.120802740701,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,985b05f6cf,8/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,40dd2cace9,8/1/12 0:00,,49.2657118948635,-123.101616483086,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a777f16d88,8/1/12 0:00,5/1/17 0:00,49.2923042999931,-123.05331138613,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,aec69ee912,8/1/12 0:00,5/1/16 0:00,49.2601425268494,-123.109372524771,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,97cef3c3c3,8/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4fbe48edda,8/1/12 0:00,,49.0306626506343,-123.064005997589,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,00ba9171db,8/1/12 0:00,,49.2697573865813,-123.009337527794,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d076c2d04c,8/1/13 0:00,,49.258300371401,-123.124539521372,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,36bb3d4142,8/1/16 0:00,,49.2033122911046,-122.905783038634,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9faa9ba0d8,8/1/12 0:00,11/1/14 0:00,49.2670242386744,-123.159163769617,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6a77657400,8/1/12 0:00,9/1/15 0:00,49.2617950483755,-123.070062855745,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8b60c8012a,8/1/12 0:00,,49.2560150041647,-123.105623837394,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d643b92afe,8/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3b07e7d5a8,8/1/12 0:00,11/1/15 0:00,49.2525673849662,-123.23101451793,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c770b7331b,8/1/12 0:00,,49.3343623599785,-123.046714146733,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,92e56a0164,8/1/12 0:00,,49.252747717783,-122.897514166903,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2c67ee41df,8/1/12 0:00,,49.138915197437,-123.094500188747,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2f684c4194,8/1/12 0:00,,49.1384637667598,-123.095083968033,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,576e8a162a,8/1/12 0:00,,49.2805780291965,-123.016117928189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,92a71a80bf,8/1/12 0:00,,49.2605226130221,-123.148609443273,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0eb4ef5a72,8/1/12 0:00,,37.774204760485,-122.259212202967,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4e7b732c66,8/1/12 0:00,,49.2909514728829,-123.132901197541,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,12b6bd2aa8,8/1/12 0:00,,49.1946715770777,-122.803485988501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f30bae10b0,8/1/12 0:00,,44.645662349005,-63.5977492152323,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,34fe25a895,8/1/12 0:00,,49.2011958718064,-122.914746078214,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e72bda6c58,8/1/12 0:00,11/1/14 0:00,49.2817776607407,-123.140751235411,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,641a0090fb,8/1/12 0:00,,49.2889192334987,-123.1380823796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d1f455d136,7/1/13 0:00,,49.2573906790581,-123.134420274377,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fe0d927c54,8/1/12 0:00,,49.2765266350221,-123.115265458318,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9f4e6e7b1a,8/1/12 0:00,,49.286528802161,-123.098439783762,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,83f34da9ed,8/1/12 0:00,,49.2869088685631,-122.824941488826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2ab6d5d792,8/1/12 0:00,,49.2080331880078,-122.910660059388,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0cf8627f25,8/1/12 0:00,,49.2204267578073,-123.105513633873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,600f6c1e24,8/1/12 0:00,12/1/14 0:00,49.2568771228929,-123.194445152947,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,dd8d43d8f3,4/1/14 0:00,7/1/15 0:00,49.2643050026791,-123.155640625016,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b1da74cfe7,5/1/17 0:00,,49.2839153939345,-123.114602721016,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,485062b443,8/1/12 0:00,8/1/16 0:00,49.2444302042238,-123.045007497372,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ef9672cd83,8/1/12 0:00,1/1/16 0:00,49.2787238499286,-123.090880443855,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7cd7a062fb,8/1/12 0:00,6/1/15 0:00,49.261472739279,-123.236789678492,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,29c117e6a2,3/1/15 0:00,,48.4405565448678,-123.345697758939,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7a2db28439,8/1/12 0:00,,49.2648260553334,-123.129316266963,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d1e8d37923,4/1/14 0:00,,49.2654601377002,-123.065659559435,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,97f6ec4001,8/1/12 0:00,6/1/17 0:00,49.2442556790094,-123.097307645168,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,60db01e6e5,8/1/12 0:00,,49.2808611376254,-123.125497906011,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,db6c81427a,8/1/12 0:00,,49.2838502592455,-123.128284852025,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0247db9ae0,8/1/12 0:00,8/1/15 0:00,49.2661567463614,-123.113775826435,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,019bd2ac33,8/1/12 0:00,2/1/15 0:00,49.2863139339542,-123.104247842488,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,371690e46b,8/1/12 0:00,12/1/16 0:00,49.2646273001738,-123.238245717942,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,19fff1f5b1,8/1/12 0:00,,49.2848676303182,-123.139564936349,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fe6f894376,8/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ef96ee399d,6/1/14 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,28f8ef1fa6,8/1/12 0:00,,49.1692777577414,-123.125305386424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,80211cc4db,8/1/12 0:00,,49.2505316742155,-123.033840628297,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9007cfff65,8/1/12 0:00,,49.2685472506787,-123.155224500957,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3994a2ab1d,8/1/12 0:00,1/1/15 0:00,38.5694666508553,-121.72687818394,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,377e9ff704,8/1/12 0:00,,49.2712121922265,-123.064134675916,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b8dbc41e4a,8/1/12 0:00,,49.2646600096686,-123.058151635204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5b1ad068fa,8/1/12 0:00,6/1/17 0:00,49.6948176307379,-125.040787670575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5cc97ca69d,8/1/12 0:00,,49.2889753935488,-123.050015294261,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6fcf90e781,8/1/12 0:00,,49.2697130007045,-123.15613398746,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9ccc214b42,8/1/12 0:00,,49.2705201326626,-123.153695486002,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,40be42a1c3,8/1/12 0:00,,49.2680083970646,-123.171595444072,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,38aec1070c,8/1/12 0:00,3/1/16 0:00,49.2501133103389,-123.184168288315,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,649d8089e0,8/1/12 0:00,,49.2708885904437,-123.130804797895,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,be45155604,8/1/12 0:00,,49.2696648771366,-123.176377535735,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9e7d695624,8/1/12 0:00,,49.2866815805235,-123.072364529875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8573d4b308,8/1/12 0:00,3/1/15 0:00,49.1693958876482,-122.975339128437,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ed95464b91,8/1/12 0:00,,49.2696986622939,-123.154499285855,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f5972612ed,8/1/12 0:00,,49.2571701851948,-123.077016625004,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a78aa42519,8/1/12 0:00,5/1/15 0:00,49.2340862862923,-123.174348183174,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,11ffdd98bb,8/1/12 0:00,9/1/15 0:00,49.2613864081744,-123.132021444174,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9e1608fea1,8/1/12 0:00,12/1/16 0:00,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c8a7bab666,8/1/12 0:00,,49.2785127581329,-123.065417229956,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9e7303b994,8/1/12 0:00,7/1/15 0:00,49.294831956119,-123.134428215874,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b4b20499b7,8/1/12 0:00,,49.2628132931341,-123.101446382945,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a0a93c930c,8/1/12 0:00,8/1/15 0:00,49.2373638918428,-123.183740946003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fee66eb613,8/1/12 0:00,,49.2356016025552,-123.188437646631,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6f94c88e65,8/1/12 0:00,,49.2064109777984,-122.911916344403,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ace0d65976,2/1/15 0:00,5/1/15 0:00,49.2189712928258,-123.085220871552,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c284f7005a,8/1/12 0:00,,49.2663281477415,-123.238215348777,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6f728e12c5,8/1/12 0:00,9/1/15 0:00,49.2083496419064,-123.122481938923,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,daef14d6c4,8/1/12 0:00,9/1/15 0:00,49.2589329187702,-123.118587061936,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,06bba48007,7/1/15 0:00,6/1/16 0:00,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,eea691d436,8/1/12 0:00,,49.2687714580107,-123.094600714385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0f23809a23,8/1/12 0:00,12/1/16 0:00,49.2836434641433,-123.101818857844,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,22f0961f86,8/1/12 0:00,,49.2636378553079,-123.076796876738,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f4c48101fe,8/1/12 0:00,2/1/16 0:00,49.2705672423697,-122.970451940432,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,bcf952d7c4,8/1/12 0:00,,49.2849481360033,-123.048414204372,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,56a0d9b5a5,8/1/12 0:00,,49.2699647457489,-123.211002746552,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9745db4dfc,6/1/15 0:00,5/1/17 0:00,49.275447940633,-123.087319287474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ebb00cef2f,8/1/12 0:00,3/1/15 0:00,49.2639240840042,-123.181188643919,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7fbe316e26,8/1/12 0:00,9/1/16 0:00,49.2541581620891,-123.036831163974,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,702991da7a,6/1/13 0:00,,49.2507585153229,-123.101536823021,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,cc3ac2b2f1,8/1/12 0:00,11/1/15 0:00,49.2417262414899,-122.883861396155,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,92f9ecb7fc,2/1/15 0:00,6/1/15 0:00,49.2571565571997,-123.050403572755,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,72a5454aeb,4/1/17 0:00,,49.2990918107029,-122.860617861785,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,cb63a52a60,8/1/12 0:00,,49.2595489648068,-123.114585630781,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2ab28aef3c,8/1/12 0:00,,49.2911609325856,-123.131649837457,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,07ce625a2c,8/1/12 0:00,2/1/17 0:00,49.2804378440203,-122.82961206688,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1b310ed494,8/1/12 0:00,6/1/15 0:00,49.2714936288434,-123.053699886283,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b0ea3337d0,8/1/12 0:00,7/1/16 0:00,49.2587567299799,-123.134297890092,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,560e63c6d1,8/1/12 0:00,,43.6710172150929,-79.2918570782209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,73184e015d,8/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,597c4e9ec6,8/1/12 0:00,,49.2599753283202,-123.11225417821,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b28f5c6a8a,8/1/12 0:00,,49.2682507696945,-123.070709034909,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f3d037ee4f,8/1/12 0:00,,49.2481088133728,-123.075805207204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,159b41e31d,8/1/12 0:00,,49.2757290480302,-123.121092173972,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ea83681898,8/1/12 0:00,,49.2601339611378,-123.126506582414,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9c26251b01,2/1/17 0:00,,49.2573602933189,-123.134027145979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,871def39cb,8/1/12 0:00,,49.2601311790009,-123.133107605638,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e072ce6c2e,9/1/15 0:00,,49.2647535614023,-123.118062216413,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3802b33b4d,8/1/12 0:00,,49.2866786302205,-123.14128264763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fd2ee0e57a,6/1/16 0:00,11/1/16 0:00,49.2886765340369,-123.060344694117,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,cdc015dcdb,8/1/12 0:00,10/1/16 0:00,49.2234358750538,-122.963483667577,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4e90e5ce46,8/1/12 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e8a1acc1f7,8/1/13 0:00,,49.266248192097,-123.149118489589,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,49ea1285a6,8/1/12 0:00,11/1/15 0:00,49.2750820957835,-123.120266483373,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4b690ec287,8/1/12 0:00,2/1/17 0:00,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9d30338f9c,8/1/12 0:00,,49.195198714395,-122.852215682635,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c04cbed8c2,8/1/12 0:00,9/1/15 0:00,49.2683412426477,-123.155429698041,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,26a0671102,8/1/12 0:00,5/1/16 0:00,49.2614380073364,-123.128621923338,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8d2a0bb097,8/1/12 0:00,,49.2734249831309,-123.069257839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f8e98ce6bd,8/1/12 0:00,7/1/15 0:00,49.2593858264071,-123.1282620704,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e1b3e178a7,8/1/12 0:00,,49.2619600122182,-123.091481970292,NA,NA,NA,NA,NA,NA,NA,NA,NA
